ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,UNID_CONSE,USO,JURISDICAO
degradacao,9,2020,Sentinel-1-2,MT,0.0584,ESEC do Rio Roosevelt,Proteção Integral,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0481,ESEC do Rio Roosevelt,Proteção Integral,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0621,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,1.4139,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0386,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.3325,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.2086,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.3677,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0349,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0258,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.1237,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0849,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.1592,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2020,Sentinel-1-2,PA,0.0694,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0206,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,10,2020,Sentinel-1-2,PA,0.0569,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.0551,FES do Iriri,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0289,FES do Iriri,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0261,FES do Iriri,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0456,FES do Iriri,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0434,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,1.295,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0793,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.319,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.2318,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0372,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,1.0927,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.0829,FES do Iriri,Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,PA,0.3912,FES do Iriri,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,AM,0.0763,PES do Sucunduri,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,AM,0.2515,PES do Sucunduri,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,AM,0.0369,PES do Sucunduri,Proteção Integral,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0748,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0269,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.1361,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.61,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0282,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0383,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0148,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.0432,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.048,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,MT,0.3687,APA das Cabeceiras do Rio Cuiabá,Uso Sustentável,Estadual
degradacao,9,2019,Sentinel-1-2,PA,0.022,RESEX Riozinho do Anfrísio,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,PA,0.1764,RESEX Riozinho do Anfrísio,Uso Sustentável,Federal
degradacao,10,2015,Modis,AM,1.1884,RDS do Juma,Uso Sustentável,Estadual
degradacao,10,2015,Modis,AM,0.4064,RDS do Juma,Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,PA,0.0621,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,9,2020,Sentinel-1-2,PA,0.022,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,11,2019,Sentinel-1-2,PA,0.025,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,11,2019,Sentinel-1-2,PA,0.0138,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,11,2019,Sentinel-1-2,PA,0.0121,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,11,2019,Sentinel-1-2,PA,0.0215,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,11,2019,Sentinel-1-2,PA,0.0147,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,11,2019,Sentinel-1-2,PA,0.0124,REBIO Nascentes da Serra do Cachimbo,Proteção Integral,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0477,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2016,Modis,RR,3.9936,FLONA de Roraima,Uso Sustentável,Federal
degradacao,6,2019,Sentinel-1-2,AM,0.2442,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2019,Sentinel-1-2,RR,8.4067,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.031,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,1.7058,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0105,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0271,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0134,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0223,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0785,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0834,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.1402,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0101,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.6,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0178,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0111,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0158,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0224,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.055,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0463,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,2.0803,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.3003,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0441,FLONA de Roraima,Uso Sustentável,Federal
degradacao,4,2019,Sentinel-1-2,RR,0.0604,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0247,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.013,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0109,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2016,Modis,RR,1.0787,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2016,Modis,RR,0.4151,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2016,Modis,RR,0.2137,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0131,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0106,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0129,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0114,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0277,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0177,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0152,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0136,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0176,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0138,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0142,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0119,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.012,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.033,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0195,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0315,FLONA de Roraima,Uso Sustentável,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.0243,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.0309,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.1889,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,11,2020,Sentinel-1-2,PA,0.0121,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,11,2020,Sentinel-1-2,PA,0.0342,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0107,FLONA de Roraima,Uso Sustentável,Federal
degradacao,12,2020,Sentinel-1-2,PA,0.0177,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,12,2020,Sentinel-1-2,PA,0.0634,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,12,2020,Sentinel-1-2,PA,0.0867,APA Triunfo do Xingu,Uso Sustentável,Estadual
degradacao,12,2020,Sentinel-1-2,PA,0.0184,ESEC da Terra do Meio,Proteção Integral,Federal
degradacao,9,2019,Sentinel-1-2,MT,0.1397,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,3,2019,Sentinel-1-2,RR,0.0104,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0298,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0133,FLONA de Roraima,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,MT,0.535,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0784,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0751,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0523,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,3,2019,Sentinel-1-2,RR,0.012,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0133,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0269,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0145,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0247,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0123,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0111,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0219,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0115,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0135,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0356,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0446,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0107,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0121,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0113,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0114,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0188,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0366,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0186,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.01,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0228,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0166,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.027,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0173,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0246,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0141,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0206,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0389,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0153,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0154,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0203,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0202,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0391,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0146,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0901,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0217,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0115,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0709,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.01,FLONA de Roraima,Uso Sustentável,Federal
degradacao,6,2016,Modis,AM,0.2667,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,14.2369,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.6862,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,3,2019,Sentinel-1-2,RR,0.0209,FLONA de Roraima,Uso Sustentável,Federal
degradacao,11,2015,Modis,AM,0.7351,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,11,2015,Modis,AM,0.6477,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,3,2019,Sentinel-1-2,RR,0.0136,FLONA de Roraima,Uso Sustentável,Federal
degradacao,3,2019,Sentinel-1-2,RR,0.0145,FLONA de Roraima,Uso Sustentável,Federal
degradacao,6,2016,Modis,AM,2.0609,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.4869,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,1.5839,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,2.1497,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.4527,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.7973,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,1.0112,RDS do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.2695,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,10,2016,Modis,AC,4.1156,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2010,Modis,AC,0.1066,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,6,2016,Modis,AM,1.3357,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,2.6313,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,12,2010,Modis,AC,4.7753,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,12,2010,Modis,AC,0.0137,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,1,2019,Sentinel-1-2,AC,0.0316,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,1,2019,Sentinel-1-2,AC,0.0342,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,1,2020,Sentinel-1-2,AM,0.0119,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.5877,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,8,2020,Sentinel-1-2,PA,14.2878,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,6,2016,Modis,AM,0.3206,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,1,2020,Sentinel-1-2,AM,0.0172,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,3.6789,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,6,2016,Modis,AM,0.1069,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
degradacao,9,2019,Sentinel-1-2,PA,3.1758,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,12,2019,Sentinel-1-2,PA,9.5796,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,5,2019,Sentinel-1-2,PA,0.1383,FLONA de Itaituba II,Uso Sustentável,Federal
degradacao,9,2017,Sentinel-1-2,MT,0.1382,ESEC Rio Ronuro,Proteção Integral,Estadual
degradacao,9,2017,Sentinel-1-2,MT,0.6255,ESEC Rio Ronuro,Proteção Integral,Estadual
degradacao,10,2019,Sentinel-1-2,PA,2.8806,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,PA,3.0536,FLONA de Saracá-Taquera,Uso Sustentável,Federal
degradacao,11,2015,Modis,PA,1.4041,FLONA de Itaituba II,Uso Sustentável,Federal
degradacao,6,2016,Modis,PA,0.1501,FLONA de Itaituba II,Uso Sustentável,Federal
degradacao,11,2020,Sentinel-1-2,MT,0.045,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.0138,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,AC,0.012,ARIE Seringal Nova Esperança,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.0183,ARIE Seringal Nova Esperança,Uso Sustentável,Federal
degradacao,11,2020,Sentinel-1-2,MT,0.0607,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.0202,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.1065,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.0366,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.1239,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.0276,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,6,2010,Modis,PA,1.1728,FLONA de Itaituba II,Uso Sustentável,Federal
degradacao,11,2020,Sentinel-1-2,MT,0.0157,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.1297,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0245,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0104,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0148,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.1114,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.0136,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.2298,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.1476,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0812,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0175,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0244,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,1.1628,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.3158,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.2396,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,11,2020,Sentinel-1-2,MT,0.1028,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.2642,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0306,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0507,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.3536,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.2596,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,1.0894,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0567,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0105,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2019,Sentinel-1-2,MT,0.0262,RVS Quelônios do Araguaia,Proteção Integral,Estadual
degradacao,9,2020,Sentinel-1-2,TO,0.0272,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,TO,0.0446,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,10,2020,Sentinel-1-2,TO,0.0213,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,TO,0.2026,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,TO,0.0338,APA Leandro (Ilha do Bananal/Cantão),Uso Sustentável,Estadual
degradacao,9,2020,Sentinel-1-2,AM,0.0804,RESEX Ituxi,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0151,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0187,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2019,Sentinel-1-2,PA,0.0824,FLONA do Crepori,Uso Sustentável,Federal
degradacao,9,2020,Sentinel-1-2,AM,0.0941,RESEX Ituxi,Uso Sustentável,Federal
degradacao,10,2020,Sentinel-1-2,AC,0.0169,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0968,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,7,2019,Sentinel-1-2,AC,0.0966,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,7,2019,Sentinel-1-2,AC,0.1849,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0116,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.0206,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,10,2020,Sentinel-1-2,AC,0.0521,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.0264,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.0182,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0149,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0147,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,7,2019,Sentinel-1-2,AC,0.0506,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.4242,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.0146,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.042,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.1503,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,11,2019,Sentinel-1-2,AC,0.0257,RESEX Chico Mendes,Uso Sustentável,Federal
degradacao,9,2019,Sentinel-1-2,AC,0.0955,RESEX Chico Mendes,Uso Sustentável,Federal
